id,firstname,lastname,fatherwords,motherwords,lwords,gendre,sex
2227105604,Claudia,Rowe,0.0,0.0,0.0,1.0,1.0
2179178742,whitney,stensrud,0.0,0.0,0.0,0.9,1.0
2163655705,Bob,Young,0.0,0.0,0.0,-1.0,-1.0
1952679764,Michael,Upchurch,0.0,0.0,0.0,-0.99,-1.0
1905513978,Education,Lab,0.0,0.0,0.0,0.13,1.0
1905008275,Richard,Seven,0.0,0.0,0.0,-1.0,-1.0
1851861800,John,Higgins,0.0,0.0,0.0,-1.0,-1.0
1691948088,Leon,Espinoza,0.0,0.0,0.0,-1.0,-1.0
1623383688,misha,berson,0.0,0.0,0.0,0.89,1.0
1586490121,Sara,Green,0.0,0.0,0.0,1.0,1.0
1480670574,Jim,Neff,0.0,0.0,0.0,-0.99,-1.0
1450163984,SoundPosts,0,0.0,0.0,0.0,-0.13,1.0
1418864780,Bethany,Clement,0.0,0.0,0.0,1.0,1.0
1395674798,Michele,Flores,0.0,0.0,0.0,1.0,1.0
840450648,Sandi,Doughton,0.0,0.0,0.0,1.0,1.0
742184443,Coral,Garnick,0.0,0.0,0.0,0.99,1.0
575851980,Lynda,Mapes,0.0,0.0,0.0,1.0,1.0
501244323,Sandy,Ringer,0.0,0.0,0.0,0.9,1.0
500237934,Bill,Kossen,0.0,0.0,0.0,-0.58,1.0
450244583,Mike,Siegel,0.0,0.0,0.0,-1.0,-1.0
430292192,Mike,Carter,0.0,0.0,0.0,-1.0,-1.0
404245577,Blanca,Torres,0.0,0.0,0.0,0.99,1.0
398188336,DKnoopTV,0,0.0,0.0,0.0,0.13,1.0
385706946,Joe,O'Sullivan,0.0,0.0,0.0,-1.0,-1.0
378843212,Don,Shelton,0.0,0.0,0.0,-0.99,-1.0
369662369,Today,File,0.0,0.0,0.0,0.5,1.0
368538403,Michael,Berens,0.0,0.0,0.0,-1.0,-1.0
309944747,Ken,Lambert,0.0,0.0,0.0,-1.0,-1.0
291543650,Lindsey,Wasson,0.0,0.0,0.0,0.97,1.0
256333729,Matt,Pentz,0.0,0.0,0.0,-1.0,-1.0
239494782,Katrina,Barlow,0.0,0.0,0.0,1.0,1.0
